iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.47645347705,0.474189154275,0.476668982268,0.0460046419098,0.0499792789059,0.0452511188463,0.0879625960853,0.09520050521,0.0865842055186,0.002418627
10,0.499657832087,0.499605371206,0.499632855259,0.0,0.0,0.0,0,0,0,0.027444569
20,0.499657832087,0.499605371206,0.499632855259,0.0,0.0,0.0,0,0,0,0.051700237
30,0.499739595177,0.499708826953,0.499730114131,0.0,0.0,0.0,0,0,0,0.075307657
40,0.499937426352,0.499943556926,0.499945050058,0.0,0.0,0.0,0,0,0,0.099654062
50,0.499957172127,0.499984169976,0.499982710328,0.0,0.0,0.0,0,0,0,0.123033641
60,0.499957172127,0.499984169976,0.499982710328,0.0,0.0,0.0,0,0,0,0.147358429
70,0.499971538027,0.499990110913,0.49998909286,0.0,0.0,0.0,0,0,0,0.172449792
80,0.499971538027,0.499990110913,0.49998909286,0.0,0.0,0.0,0,0,0,0.197654365
90,0.499971538027,0.499990110913,0.49998909286,0.0,0.0,0.0,0,0,0,0.22319259
100,0.499969225651,0.499988263432,0.49998798416,0.0,0.0,0.0,0,0,0,0.248049857
110,0.499987876891,0.499995190782,0.499995514046,0.0,0.0,0.0,0,0,0,0.273917468
120,0.499984345336,0.49999263022,0.499993567891,0.0,0.0,0.0,0,0,0,0.299826037
130,0.499984345336,0.49999263022,0.499993567891,0.0,0.0,0.0,0,0,0,0.326019053
140,0.499984345336,0.49999263022,0.499993567891,0.0,0.0,0.0,0,0,0,0.352370219
150,0.499984345336,0.49999263022,0.499993567891,0.0,0.0,0.0,0,0,0,0.378448317
160,0.499984345336,0.49999263022,0.499993567891,0.0,0.0,0.0,0,0,0,0.40428094
170,0.499984345336,0.49999263022,0.499993567891,0.0,0.0,0.0,0,0,0,0.430123802
180,0.499987528636,0.49999390386,0.49999526183,0.0,0.0,0.0,0,0,0,0.456461597
190,0.499994384199,0.499997165867,0.499997900513,0.0,0.0,0.0,0,0,0,0.481956017
200,0.499994384199,0.499997165867,0.499997900513,0.0,0.0,0.0,0,0,0,0.506235575
